system,split,formula,qm9_db_id,qm9_mol_id,basis,charge,spin,unit,atom,reference_ground_method,reference_excited_method,qsgw_bse_s1_ev,qsgw_bse_s1_h,qsgw_bse_singlet_energies_ev_json,qsgw_bse_singlet_energies_h_json,qsgw_bse_triplet_energies_ev_json,qsgw_bse_oscillator_strengths_json,qsgw_bse_transition_dipoles_raw_json,nroots_available,source_xyz_path,source_eexc_ss_path,source_eexc_st_path,source_osc_path,source_tdm_path,eomccsd_augccpvtz_s1_ev,eomccsd_augccpvtz_singlet_energies_ev_json,notes
qm9randdiv60_346_C3H4O3,candidate,C3H4O3,346,356,def2-tzvp,0,0,Angstrom,"C -0.042183645500  1.375084457800  0.059582776000
O  0.030527089300 -0.055387128000 -0.048930160400
C  0.655564905900 -0.518564071700 -1.143180583300
O  1.143468798900  0.150257948600 -2.011402661100
C  0.647395777600 -2.054605165800 -1.107831667600
O  1.146119699300 -2.710292453200 -1.976971600600
H  0.962326107000  1.804379898000  0.084957984300
H -0.583372003800  1.792414538800 -0.793017747700
H -0.571979194800  1.577287152800  0.989551506300
H  0.146941806100 -2.491617347400 -0.220714235900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.66008623,0.13450568805694849,"[3.66008623, 5.30300797, 7.08151759, 8.24507978, 8.44083913]","[0.13450568805694849, 0.19488194838959616, 0.2602409714074779, 0.30300109319919855, 0.3101951166212454]","[2.94076294, 4.73807264, 4.98833861, 5.44288845, 7.59794071]","[9.98e-05, 0.00031076, 0.06223126, 0.00042, 0.04371295]","[""0.07358793"", ""0.00093895"", ""0.04212200"", ""0.10616676"", ""0.00345332"", ""0.06457103"", ""0.74214180"", ""-0.25796014"", ""-1.30384836"", ""0.10599143"", ""-0.00705040"", ""0.04635424"", ""0.15058796"", ""1.12386549"", ""-0.28262214""]",5,QM9_xyz_files/mol_356.xyz,E_exc_SS/mol_356.dat,E_exc_ST/mol_356.dat,osc_stren/mol_356.dat,trans_dip_mom/mol_356.dat,3.7085900096544653,"[3.7085900096544653, 5.374941629251536, 7.362881681571857]",geometry_matched_to_qm9_mol_356; qm9_source=qm9randdiv60_346_C3H4O3; generated=2026-07-15
qm9randdiv60_8085_C7H9N,candidate,C7H9N,8085,8357,def2-tzvp,0,0,Angstrom,"C -0.018559036400  1.462607862100  0.009147464500
C -0.001123785400  0.007728466500 -0.002686240900
C  0.013563055000 -1.197579468200 -0.012753525100
C  0.031656936300 -2.636287950700 -0.025140527200
C  0.694929062200 -3.628410699300  0.971194043600
N  0.056178321100 -4.590572664500 -0.042164235500
C -1.151202857500 -3.643232832000  0.027488483200
C  0.588633642100 -3.611696036600 -1.099872410200
H  0.997736114700  1.871938254200  0.008106022500
H -0.537603712500  1.860687267500 -0.869800858000
H -0.530065354400  1.846473262000  0.898762379800
H  1.786967451800 -3.672874866300  0.992737598600
H  0.269120698400 -3.700528513100  1.975417258700
H -1.715137391100 -3.716560239400  0.961039168900
H -1.807395792200 -3.701890773900 -0.844776570400
H  0.062617930500 -3.668099812600 -2.056469795400
H  1.672677187500 -3.654853715600 -1.233471787100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.82401013,0.2507777467973033,"[6.82401013, 7.1723302, 7.1723936, 7.35854053, 7.3586238]","[0.2507777467973033, 0.26357827326998, 0.26358060317700593, 0.27042137667958505, 0.2704244367956426]","[5.35311396, 6.15090214, 6.15217889, 6.89727056, 7.11663064]","[4.92e-06, 0.00361891, 0.0037216, 0.01755283, 0.01753236]","[""-0.00197603"", ""-0.01364029"", ""0.00047027"", ""-0.15475101"", ""-0.00902900"", ""0.33018735"", ""0.33496736"", ""-0.00136380"", ""0.15691516"", ""-0.60397606"", ""-0.00298076"", ""-0.51402460"", ""-0.51517337"", ""-0.01025575"", ""0.60230209""]",5,QM9_xyz_files/mol_8357.xyz,E_exc_SS/mol_8357.dat,E_exc_ST/mol_8357.dat,osc_stren/mol_8357.dat,trans_dip_mom/mol_8357.dat,7.224644616308538,"[7.224644616308538, 7.523319793690546, 7.523362520840554]",geometry_matched_to_qm9_mol_8357; qm9_source=qm9randdiv60_8085_C7H9N; generated=2026-07-15
qm9randdiv60_19_CH4N2O,candidate,CH4N2O,19,20,def2-tzvp,0,0,Angstrom,"N  0.036052696600  1.360778727000 -0.124164025300
C -0.025911382200 -0.020765596200  0.002006450700
N  1.219684794800 -0.623342196800  0.119632218800
O -1.068228660400 -0.641745967700  0.008655729400
H  0.807494389800  1.834551483900  0.321449151500
H -0.858257752800  1.803734999900  0.022437695600
H  1.999271479200 -0.173030539800 -0.336024961800
H  1.182043274900 -1.621479010300 -0.021092338900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.97733439,0.2564123094253872,"[6.97733439, 7.30346765, 7.30930912, 8.04536824, 8.56408555]","[0.2564123094253872, 0.26839748566932387, 0.26861215573233327, 0.29566182947354236, 0.31472433901682145]","[6.25531337, 6.63339182, 6.94918828, 6.95826628, 7.55330694]","[0.00208717, 0.03248911, 0.00131971, 0.06177308, 0.08043862]","[""-0.24047071"", ""-0.14509412"", ""0.00172854"", ""-0.18050550"", ""0.28706840"", ""-1.02861932"", ""0.18545591"", ""0.11445741"", ""-0.01080871"", ""-0.65803495"", ""1.11281516"", ""0.59441705"", ""-1.32327377"", ""-0.85190308"", ""0.00264492""]",5,QM9_xyz_files/mol_20.xyz,E_exc_SS/mol_20.dat,E_exc_ST/mol_20.dat,osc_stren/mol_20.dat,trans_dip_mom/mol_20.dat,6.837991326246887,"[6.837991326246887, 7.960780908586004, 7.968288674981448]",geometry_matched_to_qm9_mol_20; qm9_source=qm9randdiv60_19_CH4N2O; generated=2026-07-15
qm9randdiv60_23359_C3F3NO,candidate,C3F3NO,23359,23876,def2-tzvp,0,0,Angstrom,"F  0.041278138500  0.069667969600 -0.069090219700
C -0.017084598700  1.385067965000  0.009884437600
F  1.218569390500  1.889837230200  0.015673770300
F -0.668572719700  1.870064304500 -1.049313196800
C -0.751775928000  1.821581922200  1.303984012800
O -1.190143769900  1.041106398600  2.097296865500
C -0.856381861600  3.276540597100  1.460102580600
N -0.939019711100  4.422666072800  1.583499809800",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.17338902,0.15336921766032105,"[4.17338902, 6.13920668, 6.91691774, 7.56055143, 8.33434269]","[0.15336921766032105, 0.22561168418625327, 0.2541920384897634, 0.27784514032667906, 0.3062814446371251]","[3.44039445, 4.53952956, 5.63965, 5.98737196, 6.45030618]","[0.00043831, 4.038e-05, 0.10324349, 0.01230891, 3.567e-05]","[""0.14485637"", ""0.00151770"", ""0.08190928"", ""0.03628053"", ""0.00034626"", ""0.02044829"", ""0.09618646"", ""1.97038609"", ""-0.21058557"", ""0.57072768"", ""0.00662524"", ""0.32177353"", ""0.02829932"", ""-0.00225194"", ""0.01796190""]",5,QM9_xyz_files/mol_23876.xyz,E_exc_SS/mol_23876.dat,E_exc_ST/mol_23876.dat,osc_stren/mol_23876.dat,trans_dip_mom/mol_23876.dat,4.178563589188559,"[4.178563589188559, 6.991455550272856, 7.680187634785957]",geometry_matched_to_qm9_mol_23876; qm9_source=qm9randdiv60_23359_C3F3NO; generated=2026-07-15
qm9randdiv60_481_C4HNO,candidate,C4HNO,481,491,def2-tzvp,0,0,Angstrom,"O -0.071953385300 -0.037936193800  0.002851313100
C -0.021531344800  1.167001674700  0.007840998900
C  1.223254368500  1.910143872600  0.000167446600
C  2.252163578500  2.546816649400 -0.006027874400
C  3.413207742700  3.264011701700 -0.012987695500
N  4.399482316300  3.877227039900 -0.018781580100
H -0.928041076000  1.801175415500  0.018721641500",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.97788028,0.14618440398590468,"[3.97788028, 4.58288902, 5.25902972, 5.76487605, 7.22669585]","[0.14618440398590468, 0.16841806509125176, 0.19326577751162466, 0.21185528726416736, 0.26557617405711886]","[3.28038162, 3.43274668, 4.13649743, 4.4903904, 5.31898896]","[0.00013313, 1.47e-06, 0.07570981, 1.526e-05, 0.02602003]","[""-0.00087772"", ""0.00038884"", ""-0.09393813"", ""-0.00001329"", ""-0.00011008"", ""0.00920784"", ""1.47902000"", ""1.26834049"", ""-0.00728206"", ""0.00042869"", ""0.00002796"", ""0.02641481"", ""-0.90389889"", ""-0.36385154"", ""0.00597107""]",5,QM9_xyz_files/mol_491.xyz,E_exc_SS/mol_491.dat,E_exc_ST/mol_491.dat,osc_stren/mol_491.dat,trans_dip_mom/mol_491.dat,3.872618552493709,"[3.872618552493709, 5.378574786666168, 6.3728038877049515]",geometry_matched_to_qm9_mol_491; qm9_source=qm9randdiv60_481_C4HNO; generated=2026-07-15
qm9randdiv60_20189_C3H3N3O2,candidate,C3H3N3O2,20189,20525,def2-tzvp,0,0,Angstrom,"C -0.037626882300  1.500059115700  0.010126051000
C  0.037497760200 -0.006985316500  0.001756508000
O  1.064546832200 -0.638717473600 -0.009730052300
C -1.273101228700 -0.734796977500  0.009494314600
N -2.447585912200 -0.166014830200  0.022560594200
O -3.330047127500 -1.168237063700  0.025044294900
N -2.610244599400 -2.397447176300  0.012831161200
N -1.395077402200 -2.117189117700  0.003777973600
H  0.973277784100  1.907195534400  0.003643094800
H -0.594928482800  1.858078972100 -0.861726148300
H -0.580015081400  1.849081423400  0.894940658400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.07914968,0.14990598579303996,"[4.07914968, 5.36814281, 6.0105792, 6.34715347, 6.61675749]","[0.14990598579303996, 0.1972756096096159, 0.22088471148309063, 0.23325358776735655, 0.2431613527581883]","[3.43765181, 3.76871196, 4.4137103, 5.14868206, 5.37741836]","[9.529e-05, 0.00410894, 0.00229366, 0.08609831, 0.00011151]","[""-0.00128198"", ""0.00017284"", ""-0.07847701"", ""-0.00389716"", ""0.00214577"", ""-0.44924711"", ""0.00374344"", ""-0.00097878"", ""0.31719615"", ""-1.71553575"", ""0.79600554"", ""0.01855748"", ""0.00109026"", ""-0.00065529"", ""-0.06665239""]",5,QM9_xyz_files/mol_20525.xyz,E_exc_SS/mol_20525.dat,E_exc_ST/mol_20525.dat,osc_stren/mol_20525.dat,trans_dip_mom/mol_20525.dat,4.110708367319103,"[4.110708367319103, 5.619238693887514, 6.341920502623573]",geometry_matched_to_qm9_mol_20525; qm9_source=qm9randdiv60_20189_C3H3N3O2; generated=2026-07-15
qm9randdiv60_4152_C3H2F3N,candidate,C3H2F3N,4152,4225,def2-tzvp,0,0,Angstrom,"F  0.008538147400  0.065350579800 -0.056005772200
C -0.020690239600  1.397677167300  0.012161939900
F  1.233839150400  1.846899561400 -0.058316942900
F -0.689824084000  1.856507253500 -1.051638196600
C -0.711900687000  1.874734724600  1.290098522900
C -0.034365693000  1.410438653900  2.495208553100
N  0.493899888200  1.047394916700  3.454813561300
H -0.738926526500  2.968033649700  1.273018533100
H -1.742525035900  1.508801173200  1.274902231300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,8.09454686,0.2974691104240765,"[8.09454686, 8.67370341, 8.74611676, 9.72635792, 9.89093899]","[0.2974691104240765, 0.31875272107016733, 0.3214138625991358, 0.35743706079781357, 0.3634853035632576]","[6.30896119, 7.23354143, 7.28357965, 8.18859299, 9.51329075]","[0.00026286, 0.00365023, 0.00134707, 0.01714654, 0.00984504]","[""0.05318847"", ""0.07572020"", ""-0.00076641"", ""-0.01953336"", ""0.01750550"", ""0.33209384"", ""-0.11348179"", ""-0.16654132"", ""-0.00069944"", ""-0.49006799"", ""0.33439862"", ""0.33598066"", ""-0.28922777"", ""-0.42285797"", ""0.00359098""]",5,QM9_xyz_files/mol_4225.xyz,E_exc_SS/mol_4225.dat,E_exc_ST/mol_4225.dat,osc_stren/mol_4225.dat,trans_dip_mom/mol_4225.dat,8.66081790690121,"[8.66081790690121, 9.094575023205445, 9.170154413259981]",geometry_matched_to_qm9_mol_4225; qm9_source=qm9randdiv60_4152_C3H2F3N; generated=2026-07-15
qm9randdiv60_32227_C8H5N,candidate,C8H5N,32227,33269,def2-tzvp,0,0,Angstrom,"N  0.072694097100 -6.279856685700 -0.042932717500
C  0.060300145500 -5.115817886700 -0.033592323900
C  0.047181995700 -3.757743986200 -0.022299180800
C  0.036503868800 -2.540603742400 -0.011657784400
C  0.024856693100 -1.192416496500  0.000357093400
C  0.023208611300  0.022652725300  0.016943761400
C  0.009518826100  1.445620480900  0.028239740200
C  0.493668512700  2.204644174200  1.261459823000
C  1.323944817500  2.222505881600  0.019279263300
H -0.814829932900  1.896693151900 -0.516262127300
H -0.065624534700  3.093122608900  1.530300256300
H  0.837268673600  1.610050799700  2.099031820300
H  2.237072024600  1.640168211300  0.004782818800
H  1.346598381500  3.123509163800 -0.582516832800",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.06466396,0.14937364540181364,"[4.06466396, 4.38214671, 4.45530184, 6.24931951, 6.50775761]","[0.14937364540181364, 0.16104092126677655, 0.1637293227079485, 0.2296582560515964, 0.23915568105096052]","[3.0154117, 3.61464509, 3.65046128, 4.17427529, 5.12786887]","[2.861e-05, 0.00932248, 0.00012452, 0.00013695, 1.58604213]","[""-0.02393135"", ""-0.00043436"", ""0.03582332"", ""0.17773060"", ""0.71604850"", ""0.12911936"", ""-0.04755519"", ""-0.00049117"", ""0.07147111"", ""0.04220685"", ""-0.00404491"", ""-0.06309610"", ""-0.63023773"", ""-7.97375356"", ""-0.53798523""]",5,QM9_xyz_files/mol_33269.xyz,E_exc_SS/mol_33269.dat,E_exc_ST/mol_33269.dat,osc_stren/mol_33269.dat,trans_dip_mom/mol_33269.dat,4.65455764760317,"[4.65455764760317, 4.9514400555095355, 5.056854340059613]",geometry_matched_to_qm9_mol_33269; qm9_source=qm9randdiv60_32227_C8H5N; generated=2026-07-15
qm9randdiv60_23154_C7H7F,candidate,C7H7F,23154,23646,def2-tzvp,0,0,Angstrom,"C -0.011900486400  1.521930757400  0.013782041800
C -0.006396477800  0.012918316000 -0.000723406500
C -0.034733160100 -0.698426667000 -1.203100828600
C -0.008196064900 -2.091373633900 -1.209143852300
C  0.045168568900 -2.804851750600 -0.015776826200
C  0.070491181900 -2.088123185600  1.172661134800
F  0.118294524500 -2.755238729100  2.332943679000
C  0.044808337800 -0.702632118900  1.199546397300
H  0.985594367500  1.919242918900  0.237002674100
H -0.319030921300  1.928120045000 -0.953384993000
H -0.691306006300  1.912414161200  0.778001140800
H -0.078972939800 -0.156511771400 -2.142293809000
H -0.032470520600 -2.627755749700 -2.151882793400
H  0.063828980300 -3.887672878100  0.009129632100
H  0.063611956300 -0.194190514100  2.157569119100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.24756774,0.19284455751583374,"[5.24756774, 6.06728205, 6.88630954, 6.96895328, 6.98991178]","[0.19284455751583374, 0.22296850278601849, 0.2530672078867465, 0.25610430931380757, 0.25687451998262606]","[3.68314136, 4.37122896, 4.5824169, 5.05635541, 6.84815317]","[0.01478264, 0.01151202, 0.47881385, 0.19904545, 0.54256085]","[""-0.00279531"", ""0.84947559"", ""0.14571708"", ""0.02288356"", ""0.64739496"", ""-0.28406908"", ""0.16030572"", ""-0.06010292"", ""4.27854667"", ""-0.04929464"", ""2.59013405"", ""0.90579056"", ""0.06253509"", ""-4.50679655"", ""0.39150550""]",5,QM9_xyz_files/mol_23646.xyz,E_exc_SS/mol_23646.dat,E_exc_ST/mol_23646.dat,osc_stren/mol_23646.dat,trans_dip_mom/mol_23646.dat,5.2044535620901975,"[5.2044535620901975, 6.788834563896553, 7.710276174395692]",geometry_matched_to_qm9_mol_23646; qm9_source=qm9randdiv60_23154_C7H7F; generated=2026-07-15
qm9randdiv60_1230_C4H5NO2,candidate,C4H5NO2,1230,1264,def2-tzvp,0,0,Angstrom,"N -0.069455804700  1.334345653700 -0.020568480300
C  0.058136024000 -0.025700370600 -0.019645126100
O  1.129517835800 -0.598332773100 -0.039603972700
C -1.214544088900 -0.733759932900 -0.006669046900
C -2.236873696100 -1.371375995400  0.005457501600
C -3.489351636300 -2.115290878300  0.018735614400
O -3.221049260900 -3.507504401100  0.042045585600
H  0.769538511500  1.888370307700  0.034026237300
H -0.964635503500  1.779423336700  0.080376927200
H -4.074893640400 -1.799777524700  0.898252980800
H -4.074977602500 -1.829146019400 -0.870679536200
H -4.067909988100 -3.965354342600  0.045775615400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.39028609,0.19808936014036163,"[5.39028609, 6.29204631, 6.53607733, 6.92815469, 7.07889169]","[0.19808936014036163, 0.23122843699033116, 0.24019641156516489, 0.25460498878558513, 0.26014447136237684]","[4.66196644, 4.86598473, 5.06284778, 5.74347646, 5.8257025]","[0.00011587, 0.00031614, 0.09243902, 0.00012148, 0.12437287]","[""-0.00787131"", ""-0.06000953"", ""-0.04478311"", ""-0.04598643"", ""-0.10449699"", ""0.01466225"", ""-1.75701126"", ""-0.80123320"", ""0.01979254"", ""0.01963086"", ""-0.00016702"", ""0.06510159"", ""0.64172414"", ""-2.05035630"", ""-0.13147419""]",5,QM9_xyz_files/mol_1264.xyz,E_exc_SS/mol_1264.dat,E_exc_ST/mol_1264.dat,osc_stren/mol_1264.dat,trans_dip_mom/mol_1264.dat,5.361511239033207,"[5.361511239033207, 6.974904657240264, 7.061050321131255]",geometry_matched_to_qm9_mol_1264; qm9_source=qm9randdiv60_1230_C4H5NO2; generated=2026-07-15
qm9randdiv60_21337_C4HNO3,candidate,C4HNO3,21337,21778,def2-tzvp,0,0,Angstrom,"O  0.097831027900  0.005612732400  0.002730845800
C -0.001099280100  1.183839753700  0.009568834300
O -1.149806760400  1.918554893200  0.029487729200
N -0.833719889400  3.290546386100  0.031453846700
C  0.455672105500  3.318354209000  0.012830538200
O  1.042036900800  2.092056104400 -0.001085180400
C  1.255565392400  4.476463799800  0.006934503100
C  1.949564615000  5.456823580400  0.001711194400
H  2.560306848100  6.327235731000 -0.002853261200",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.86616694,0.21557765881423618,"[5.86616694, 5.92607828, 6.47238523, 6.95260604, 7.13758233]","[0.21557765881423618, 0.21777935994987138, 0.23785577006222086, 0.25550355932436486, 0.2623013126004322]","[3.47330663, 5.19860382, 5.34095427, 5.84606153, 5.91808874]","[0.00015001, 0.22340675, 2.131e-05, 0.00630197, 0.03614893]","[""0.00009715"", ""-0.00117220"", ""0.08210942"", ""2.40751241"", ""2.03577912"", ""-0.02500750"", ""-0.00030870"", ""-0.00096144"", ""0.02944509"", ""0.00716676"", ""-0.00096912"", ""0.48884424"", ""-1.13977132"", ""-0.19021025"", ""0.01627044""]",5,QM9_xyz_files/mol_21778.xyz,E_exc_SS/mol_21778.dat,E_exc_ST/mol_21778.dat,osc_stren/mol_21778.dat,trans_dip_mom/mol_21778.dat,6.619027254137393,"[6.619027254137393, 6.629415179759164, 6.838260574722967]",geometry_matched_to_qm9_mol_21778; qm9_source=qm9randdiv60_21337_C4HNO3; generated=2026-07-15
qm9randdiv60_474_C6H2,candidate,C6H2,474,484,def2-tzvp,0,0,Angstrom,"C  0.071981828200 -5.138503987900 -0.027858703600
C  0.054332857200 -3.929406699900 -0.016624833300
C  0.035845062400 -2.576568101000 -0.007917020100
C  0.019790248800 -1.359206544400 -0.000821484300
C  0.002155642400 -0.006335142000  0.003491875700
C -0.013724287300  1.202835961000  0.006031678400
H  0.088613829000 -6.199758761500 -0.041975973100
H -0.027348370700  2.264222675900  0.005415510300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.09331539,0.15042656603367685,"[4.09331539, 4.34815178, 4.34815505, 6.85285966, 7.60901739]","[0.15042656603367685, 0.15979163063186774, 0.15979175080215124, 0.2518379474698895, 0.27962623150527144]","[2.90883798, 3.58491174, 3.58493378, 4.09331512, 4.82221356]","[0.0, 1e-08, 1e-08, 2.80511043, 0.01220101]","[""-0.00014150"", ""-0.00000272"", ""0.00000041"", ""0.00071670"", ""0.00035358"", ""0.00013736"", ""-0.00017223"", ""-0.00056701"", ""0.00057644"", ""-0.14004771"", ""10.38835819"", ""0.05591045"", ""-0.19298671"", ""-0.00397474"", ""0.62094995""]",5,QM9_xyz_files/mol_484.xyz,E_exc_SS/mol_484.dat,E_exc_ST/mol_484.dat,osc_stren/mol_484.dat,trans_dip_mom/mol_484.dat,4.743968311583382,"[4.743968311583382, 4.968050922021278, 4.968051275017529]",geometry_matched_to_qm9_mol_484; qm9_source=qm9randdiv60_474_C6H2; generated=2026-07-15
qm9randdiv60_3788_C2H5N5,candidate,C2H5N5,3788,3853,def2-tzvp,0,0,Angstrom,"N  0.114178473500  1.436273024800  0.078850798500
C  0.014290302200  0.053414970600  0.011243533900
C -1.095098544700 -0.769672517000 -0.000129217300
N -2.436237748100 -0.322558898900 -0.028768453100
N -0.671581877200 -2.066135555900  0.003238895400
N  0.625355669400 -2.105279881800  0.008934595700
N  1.054753179900 -0.809173197300  0.030314469800
H  0.769263635000  1.836959194600 -0.582130465500
H -0.804760332000  1.844111440000 -0.057282792600
H -2.893708267400 -0.471559429400  0.866575155000
H -2.968978400300 -0.848308462500 -0.714981324300
H  2.041660279800 -0.615133987100  0.073778984500",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.64439621,0.20742773480833598,"[5.64439621, 5.90305608, 6.25229943, 6.5789731, 6.90676979]","[0.20742773480833598, 0.216933309704879, 0.22976776609173405, 0.24177280203686766, 0.25381910820579096]","[3.95213067, 5.11624062, 5.37094096, 5.46759776, 5.70973704]","[0.01019772, 0.11157319, 0.04608592, 0.00343906, 0.01144786]","[""0.14700958"", ""-0.55575081"", ""0.38203706"", ""0.55588262"", ""-2.12431037"", ""-0.40303668"", ""0.27956325"", ""-1.21590903"", ""0.62220448"", ""0.14607102"", ""0.33999136"", ""-0.03022347"", ""-0.15611181"", ""0.61112360"", ""0.19807262""]",5,QM9_xyz_files/mol_3853.xyz,E_exc_SS/mol_3853.dat,E_exc_ST/mol_3853.dat,osc_stren/mol_3853.dat,trans_dip_mom/mol_3853.dat,6.109966278711812,"[6.109966278711812, 6.411538328170023, 6.761114761326017]",geometry_matched_to_qm9_mol_3853; qm9_source=qm9randdiv60_3788_C2H5N5; generated=2026-07-15
qm9randdiv60_32348_C5N4,candidate,C5N4,32348,33390,def2-tzvp,0,0,Angstrom,"N  0.017950212500 -1.168175219500 -0.004439772900
C  0.002239212100 -0.015398236200  0.001959323100
C -0.017912139400  1.467784831600  0.010118345300
C  1.373704585900  1.981251003200 -0.000368321500
N  2.455342620100  2.380213914400 -0.008611918800
C -0.735320489900  1.959133428000 -1.191634362400
N -1.292930718200  2.341028959800 -2.125663719100
C -0.712258432000  1.946160298800  1.230526363000
N -1.251823371100  2.317977509800  2.179103353300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.68483216,0.28241237291367466,"[7.68483216, 7.7285021, 7.72856822, 7.72861312, 8.13670439]","[0.28241237291367466, 0.28401721360812615, 0.28401964347330844, 0.28402129351787414, 0.29901837107617635]","[5.86720451, 5.86726765, 5.86732261, 6.7622593, 6.76393144]","[4e-08, 3e-08, 1.2e-07, 1.6e-07, 2e-07]","[""0.00008022"", ""0.00115739"", ""0.00012706"", ""-0.00034863"", ""-0.00101642"", ""0.00006878"", ""-0.00161869"", ""0.00011298"", ""-0.00116570"", ""0.00000427"", ""-0.00231124"", ""0.00033340"", ""-0.00007430"", ""0.00239644"", ""-0.00083720""]",5,QM9_xyz_files/mol_33390.xyz,E_exc_SS/mol_33390.dat,E_exc_ST/mol_33390.dat,osc_stren/mol_33390.dat,trans_dip_mom/mol_33390.dat,8.465851232113337,"[8.465851232113337, 8.53542585551482, 8.53546442866674]",geometry_matched_to_qm9_mol_33390; qm9_source=qm9randdiv60_32348_C5N4; generated=2026-07-15
